Order Id,Order Status,Market
75843,PENDING_PAYMENT,Pacific Asia
75842,PROCESSING,Pacific Asia
75841,COMPLETE,Pacific Asia
75840,CLOSED,Pacific Asia
75839,PROCESSING,Pacific Asia
75838,PENDING_PAYMENT,Pacific Asia
75837,CLOSED,Pacific Asia
75836,CLOSED,Pacific Asia
75835,COMPLETE,Pacific Asia
75834,PENDING_PAYMENT,Pacific Asia
75833,COMPLETE,Pacific Asia
75832,CLOSED,Pacific Asia
75831,PENDING_PAYMENT,Pacific Asia
75830,PENDING_PAYMENT,Pacific Asia
75829,PENDING_PAYMENT,Pacific Asia
75828,ON_HOLD,Pacific Asia
75827,COMPLETE,Pacific Asia
75826,CLOSED,Pacific Asia
75825,COMPLETE,Pacific Asia
75824,CLOSED,Pacific Asia
75823,PENDING,Pacific Asia
75822,COMPLETE,Pacific Asia
75821,COMPLETE,Pacific Asia
75820,COMPLETE,Pacific Asia
75819,COMPLETE,Pacific Asia
75818,PROCESSING,Pacific Asia
75817,CLOSED,Pacific Asia
75816,PROCESSING,Pacific Asia
75815,COMPLETE,Pacific Asia
75814,PENDING_PAYMENT,Pacific Asia
75813,PAYMENT_REVIEW,Pacific Asia
75812,PENDING_PAYMENT,Pacific Asia
75811,PENDING_PAYMENT,Pacific Asia
75810,ON_HOLD,Pacific Asia
75809,ON_HOLD,Pacific Asia
75808,COMPLETE,Pacific Asia
75807,PENDING_PAYMENT,Pacific Asia
75806,COMPLETE,Pacific Asia
75805,COMPLETE,Pacific Asia
75804,COMPLETE,Pacific Asia
75803,CLOSED,Pacific Asia
75802,SUSPECTED_FRAUD,Pacific Asia
75801,COMPLETE,Pacific Asia
75800,COMPLETE,Pacific Asia
75799,COMPLETE,Pacific Asia
75798,PROCESSING,Pacific Asia
75797,PENDING,Pacific Asia
3130,PENDING_PAYMENT,LATAM
49521,PAYMENT_REVIEW,Pacific Asia
30305,PAYMENT_REVIEW,Pacific Asia
27772,PENDING_PAYMENT,Pacific Asia
31296,PENDING_PAYMENT,Pacific Asia
22076,PENDING_PAYMENT,Pacific Asia
25665,PENDING_PAYMENT,Pacific Asia
22819,PENDING_PAYMENT,Pacific Asia
27099,PENDING_PAYMENT,Pacific Asia
28292,PENDING_PAYMENT,Pacific Asia
39159,PAYMENT_REVIEW,USCA
34631,PENDING_PAYMENT,USCA
37669,PENDING_PAYMENT,USCA
40085,PENDING_PAYMENT,USCA
47262,PAYMENT_REVIEW,Africa
44771,PENDING_PAYMENT,Africa
13890,PENDING_PAYMENT,Europe
17071,PENDING_PAYMENT,Europe
11321,PENDING_PAYMENT,Europe
11936,PENDING_PAYMENT,Europe
68337,PENDING_PAYMENT,Europe
45746,PENDING_PAYMENT,Europe
13736,PENDING_PAYMENT,Europe
49622,PENDING_PAYMENT,Europe
19444,PENDING_PAYMENT,Europe
51911,PENDING_PAYMENT,LATAM
58239,PENDING_PAYMENT,LATAM
56678,PENDING_PAYMENT,LATAM
53202,PENDING_PAYMENT,LATAM
58738,PENDING_PAYMENT,LATAM
56260,PENDING_PAYMENT,LATAM
5042,PENDING_PAYMENT,LATAM
55511,PENDING_PAYMENT,LATAM
54128,PENDING_PAYMENT,LATAM
21244,PAYMENT_REVIEW,Pacific Asia
31239,PENDING_PAYMENT,Pacific Asia
45772,PENDING_PAYMENT,Pacific Asia
24661,PENDING_PAYMENT,Pacific Asia
22924,PENDING_PAYMENT,Pacific Asia
21902,PENDING_PAYMENT,Pacific Asia
21534,PENDING_PAYMENT,Pacific Asia
24160,PENDING_PAYMENT,Pacific Asia
32102,PENDING_PAYMENT,USCA
37763,PENDING_PAYMENT,USCA
37867,PENDING_PAYMENT,USCA
31905,PENDING_PAYMENT,USCA
36269,PENDING_PAYMENT,USCA
48374,PENDING_PAYMENT,Africa
17719,PENDING_PAYMENT,Europe
15766,PENDING_PAYMENT,Europe
12179,PENDING_PAYMENT,Europe
66275,PENDING_PAYMENT,Europe
13140,PENDING_PAYMENT,Europe
16444,PENDING_PAYMENT,Europe
14454,PENDING_PAYMENT,Europe
67979,PENDING_PAYMENT,Europe
65264,PENDING_PAYMENT,Europe
51226,PENDING_PAYMENT,Europe
52576,PAYMENT_REVIEW,LATAM
67753,COMPLETE,Europe
15421,COMPLETE,Europe
13225,COMPLETE,Europe
71362,COMPLETE,Europe
13232,COMPLETE,Europe
65487,COMPLETE,Europe
65105,COMPLETE,Europe
14837,COMPLETE,Europe
46224,COMPLETE,Europe
71217,COMPLETE,Europe
63972,COMPLETE,Europe
19200,COMPLETE,Europe
18009,COMPLETE,Europe
10831,COMPLETE,Europe
68107,COMPLETE,Europe
71271,COMPLETE,Europe
16953,COMPLETE,Europe
49664,COMPLETE,Europe
16446,COMPLETE,Europe
14960,COMPLETE,Europe
18005,COMPLETE,Europe
12804,COMPLETE,Europe
14651,COMPLETE,Europe
10990,COMPLETE,Europe
65609,COMPLETE,Europe
17878,COMPLETE,Europe
16998,COMPLETE,Europe
13970,COMPLETE,Europe
13614,COMPLETE,Europe
44388,COMPLETE,Europe
13050,COMPLETE,Europe
12613,COMPLETE,Europe
66587,COMPLETE,Europe
62795,COMPLETE,Europe
18950,COMPLETE,Europe
19610,COMPLETE,Europe
65011,COMPLETE,Europe
19380,COMPLETE,Europe
65005,COMPLETE,Europe
20085,COMPLETE,Europe
18245,COMPLETE,Europe
19817,COMPLETE,Europe
10444,COMPLETE,Europe
64637,COMPLETE,Europe
15269,COMPLETE,Europe
14064,COMPLETE,Europe
14551,COMPLETE,Europe
12698,COMPLETE,Europe
47758,COMPLETE,Europe
68220,COMPLETE,Europe
14730,COMPLETE,Europe
66411,COMPLETE,Europe
12535,COMPLETE,Europe
67712,COMPLETE,Europe
18593,COMPLETE,Europe
17909,COMPLETE,Europe
16302,COMPLETE,Europe
13343,COMPLETE,Europe
62117,COMPLETE,Europe
62637,COMPLETE,Europe
67845,COMPLETE,Europe
11209,COMPLETE,Europe
41494,COMPLETE,Europe
70044,COMPLETE,Europe
16617,COMPLETE,Europe
14574,COMPLETE,Europe
15599,COMPLETE,Europe
20072,COMPLETE,Europe
12323,COMPLETE,Europe
71295,COMPLETE,Europe
66351,COMPLETE,Europe
44148,COMPLETE,Europe
53540,PROCESSING,LATAM
57570,PROCESSING,LATAM
5154,PROCESSING,LATAM
9122,PROCESSING,LATAM
4427,PROCESSING,LATAM
9340,PROCESSING,LATAM
9331,PROCESSING,LATAM
58315,PROCESSING,LATAM
54572,PROCESSING,LATAM
51746,PROCESSING,LATAM
4269,PROCESSING,LATAM
61346,PROCESSING,LATAM
1999,PROCESSING,LATAM
53576,PROCESSING,LATAM
57152,PROCESSING,LATAM
51674,PROCESSING,LATAM
55336,PROCESSING,LATAM
53810,PROCESSING,LATAM
59301,PROCESSING,LATAM
8410,PROCESSING,LATAM
8123,PROCESSING,LATAM
60567,PROCESSING,LATAM
3527,PROCESSING,LATAM
2428,PROCESSING,LATAM
55174,PROCESSING,LATAM
57032,PROCESSING,LATAM
10113,PROCESSING,LATAM
52250,PROCESSING,LATAM
8906,PROCESSING,LATAM
1386,PROCESSING,LATAM
59226,PROCESSING,LATAM
8847,PROCESSING,LATAM
57929,PROCESSING,LATAM
53505,PROCESSING,LATAM
55636,PROCESSING,LATAM
57128,PROCESSING,LATAM
8728,PROCESSING,LATAM
1105,PROCESSING,LATAM
1797,PROCESSING,LATAM
1634,PROCESSING,LATAM
6176,SUSPECTED_FRAUD,LATAM
60460,SUSPECTED_FRAUD,LATAM
580,SUSPECTED_FRAUD,LATAM
56244,SUSPECTED_FRAUD,LATAM
6522,SUSPECTED_FRAUD,LATAM
58298,SUSPECTED_FRAUD,LATAM
3625,SUSPECTED_FRAUD,LATAM
52321,SUSPECTED_FRAUD,LATAM
58896,SUSPECTED_FRAUD,LATAM
5919,SUSPECTED_FRAUD,LATAM
52772,SUSPECTED_FRAUD,LATAM
9063,SUSPECTED_FRAUD,LATAM
61419,SUSPECTED_FRAUD,LATAM
27742,CANCELED,Pacific Asia
24453,CANCELED,Pacific Asia
31145,CANCELED,Pacific Asia
30802,PENDING,Pacific Asia
25875,PENDING,Pacific Asia
30589,PENDING,Pacific Asia
20931,PENDING,Pacific Asia
45646,PENDING,Pacific Asia
29731,PENDING,Pacific Asia
42777,PENDING,Pacific Asia
23886,PENDING,Pacific Asia
43561,PENDING,Pacific Asia
47846,PENDING,Pacific Asia
21192,PENDING,Pacific Asia
23156,PENDING,Pacific Asia
22811,PENDING,Pacific Asia
25418,PENDING,Pacific Asia
47092,PENDING,Pacific Asia
42658,PENDING,Pacific Asia
23494,PENDING,Pacific Asia
27316,PENDING,Pacific Asia
27555,PENDING,Pacific Asia
28657,PENDING,Pacific Asia
47011,PENDING,Pacific Asia
21973,PENDING,Pacific Asia
50226,PENDING,Pacific Asia
44617,PENDING,Pacific Asia
21196,PENDING,Pacific Asia
21193,PENDING,Pacific Asia
26073,PENDING,Pacific Asia
44425,PROCESSING,Africa
49570,PROCESSING,Africa
42099,PROCESSING,Africa
47731,PROCESSING,Africa
46062,PROCESSING,Africa
44938,PROCESSING,Africa
50688,PROCESSING,Africa
49445,PROCESSING,Africa
47938,PROCESSING,Africa
45249,PROCESSING,Africa
41874,PROCESSING,Africa
41572,PROCESSING,Africa
41785,PROCESSING,Africa
42971,PROCESSING,Africa
44677,PROCESSING,Africa
43266,PROCESSING,Africa
47917,PROCESSING,Africa
48901,PROCESSING,Africa
44265,SUSPECTED_FRAUD,Africa
41590,SUSPECTED_FRAUD,Africa
45987,SUSPECTED_FRAUD,Africa
44452,SUSPECTED_FRAUD,Africa
49218,SUSPECTED_FRAUD,Africa
47840,SUSPECTED_FRAUD,Africa
47493,SUSPECTED_FRAUD,Africa
64274,CANCELED,Europe
13298,CANCELED,Europe
62786,CANCELED,Europe
13939,CANCELED,Europe
46864,CANCELED,Europe
16590,CANCELED,Europe
62840,CANCELED,Europe
66959,CANCELED,Europe
63220,CANCELED,Europe
19642,CANCELED,Europe
65439,CANCELED,Europe
17363,CANCELED,Europe
18237,CANCELED,Europe
66958,CANCELED,Europe
66764,CANCELED,Europe
48193,CANCELED,Europe
15231,PENDING,Europe
10451,PENDING,Europe
10459,PENDING,Europe
64222,PENDING,Europe
63907,PENDING,Europe
19178,PENDING,Europe
67046,PENDING,Europe
65312,PENDING,Europe
16436,PENDING,Europe
11822,PENDING,Europe
19528,PENDING,Europe
49763,PENDING,Europe
16013,PENDING,Europe
17347,PENDING,Europe
19496,PENDING,Europe
62789,PENDING,Europe
11674,PENDING,Europe
67866,PENDING,Europe
13599,PENDING,Europe
10384,PENDING,Europe
63115,PENDING,Europe
63516,PENDING,Europe
62086,PENDING,Europe
62817,PENDING,Europe
10856,PENDING,Europe
14685,PENDING,Europe
66229,PENDING,Europe
14924,PENDING,Europe
49839,PENDING,Europe
12393,PENDING,Europe
65898,PENDING,Europe
64599,PENDING,Europe
65370,PENDING,Europe
19732,PENDING,Europe
67549,PENDING,Europe
67275,PENDING,Europe
46863,PENDING,Europe
62306,PENDING,Europe
18213,PENDING,Europe
16863,PENDING,Europe
24764,COMPLETE,Pacific Asia
26670,COMPLETE,Pacific Asia
21971,COMPLETE,Pacific Asia
76849,COMPLETE,Pacific Asia
27357,COMPLETE,Pacific Asia
29283,COMPLETE,Pacific Asia
30724,COMPLETE,Pacific Asia
74454,COMPLETE,Pacific Asia
24558,COMPLETE,Pacific Asia
23211,COMPLETE,Pacific Asia
21868,COMPLETE,Pacific Asia
42271,COMPLETE,Pacific Asia
50628,COMPLETE,Pacific Asia
21907,COMPLETE,Pacific Asia
72442,COMPLETE,Pacific Asia
21966,COMPLETE,Pacific Asia
31169,COMPLETE,Pacific Asia
21906,COMPLETE,Pacific Asia
72460,COMPLETE,Pacific Asia
26861,COMPLETE,Pacific Asia
76992,COMPLETE,Pacific Asia
22792,COMPLETE,Pacific Asia
24438,COMPLETE,Pacific Asia
27957,COMPLETE,Pacific Asia
47899,COMPLETE,Pacific Asia
22900,COMPLETE,Pacific Asia
30997,COMPLETE,Pacific Asia
26183,COMPLETE,Pacific Asia
24314,COMPLETE,Pacific Asia
21267,COMPLETE,Pacific Asia
30712,COMPLETE,Pacific Asia
27207,COMPLETE,Pacific Asia
76847,COMPLETE,Pacific Asia
21407,COMPLETE,Pacific Asia
25050,COMPLETE,Pacific Asia
23807,COMPLETE,Pacific Asia
21349,COMPLETE,Pacific Asia
22224,COMPLETE,Pacific Asia
49806,COMPLETE,Pacific Asia
47044,COMPLETE,Pacific Asia
41676,COMPLETE,Pacific Asia
49598,COMPLETE,Pacific Asia
42130,COMPLETE,Pacific Asia
26036,COMPLETE,Pacific Asia
27457,COMPLETE,Pacific Asia
21309,COMPLETE,Pacific Asia
23267,COMPLETE,Pacific Asia
23706,COMPLETE,Pacific Asia
27729,COMPLETE,Pacific Asia
30519,COMPLETE,Pacific Asia
30658,COMPLETE,Pacific Asia
30323,COMPLETE,Pacific Asia
30044,COMPLETE,Pacific Asia
74194,COMPLETE,Pacific Asia
72458,COMPLETE,Pacific Asia
74451,COMPLETE,Pacific Asia
22297,COMPLETE,Pacific Asia
24552,COMPLETE,Pacific Asia
44706,COMPLETE,Pacific Asia
48950,COMPLETE,Pacific Asia
47600,COMPLETE,Pacific Asia
43257,COMPLETE,Pacific Asia
49888,COMPLETE,Pacific Asia
24752,COMPLETE,Pacific Asia
24548,COMPLETE,Pacific Asia
73906,COMPLETE,Pacific Asia
28355,COMPLETE,Pacific Asia
23456,COMPLETE,Pacific Asia
74193,COMPLETE,Pacific Asia
50466,COMPLETE,Pacific Asia
50377,COMPLETE,Pacific Asia
61855,COMPLETE,Europe
67415,COMPLETE,Europe
66794,COMPLETE,Europe
17467,COMPLETE,Europe
16419,COMPLETE,Europe
65249,COMPLETE,Europe
17449,COMPLETE,Europe
63803,COMPLETE,Europe
16969,COMPLETE,Europe
16369,COMPLETE,Europe
66702,COMPLETE,Europe
10584,COMPLETE,Europe
17368,COMPLETE,Europe
20291,COMPLETE,Europe
14384,COMPLETE,Europe
64066,COMPLETE,Europe
67292,COMPLETE,Europe
65855,COMPLETE,Europe
64531,COMPLETE,Europe
19168,COMPLETE,Europe
16299,COMPLETE,Europe
17228,COMPLETE,Europe
68289,COMPLETE,Europe
47509,COMPLETE,Europe
17211,COMPLETE,Europe
64894,COMPLETE,Europe
67818,COMPLETE,Europe
16218,COMPLETE,Europe
11391,COMPLETE,Europe
17386,COMPLETE,Europe
11968,COMPLETE,Europe
46305,COMPLETE,Europe
19973,COMPLETE,Europe
15787,COMPLETE,Europe
11378,COMPLETE,Europe
62260,COMPLETE,Europe
11083,COMPLETE,Europe
65174,COMPLETE,Europe
44442,COMPLETE,Europe
42783,COMPLETE,Europe
64677,COMPLETE,Europe
66219,COMPLETE,Europe
44816,COMPLETE,Europe
10502,COMPLETE,Europe
63843,COMPLETE,Europe
62237,COMPLETE,Europe
13907,COMPLETE,Europe
63576,COMPLETE,Europe
